,template,run,mean,source_data,bw,paylen,impl_head,has_crc,cr,frames,frame_period,delay_sf1,delay_sf2,delay_sf3,delay_sf4,delay_sf5,delay_sf6,num_right,num_total,num_dec,num_per,time,load,data_rate
88,lora_sim_multi2,19,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,22,30,26,73.33333333333333,4.929181337356567,14.68,389.5170148131864
89,lora_sim_multi2,19,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,17,30,25,56.666666666666664,8.656041383743286,19.42,221.81039979844692
90,lora_sim_multi2,20,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,18,30,23,60.0,4.881734848022461,18.1,393.3028031577282
91,lora_sim_multi2,20,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,23,30,26,76.66666666666667,5.125277280807495,16.81,374.6138783924489
92,lora_sim_multi2,21,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,17,30,22,56.666666666666664,8.385352611541748,20.9,228.97069317720496
93,lora_sim_multi2,21,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,24,30,25,80.0,8.461448431015015,19.31,226.91150524091555
94,lora_sim_multi2,22,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,16,30,21,53.333333333333336,8.313475370407104,22.58,230.9503444052399
95,lora_sim_multi2,22,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,4,30,8,13.333333333333334,90.1110246181488,7.67,21.307048811575743
96,lora_sim_multi2,23,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,22,30,25,73.33333333333333,8.625818014144897,12.95,222.58758495153984
97,lora_sim_multi2,23,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,22,30,23,73.33333333333333,4.915355443954468,12.16,390.61264681508663
98,lora_sim_multi2,24,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,18,30,20,60.0,4.84958291053772,11.18,395.91033608849284
99,lora_sim_multi2,24,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,18,30,22,60.0,8.767638921737671,9.86,218.9871203796646
100,lora_sim_multi3,0,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,45,36,71.11111111111111,5.674637317657471,9.71,507.52142186046945
101,lora_sim_multi3,0,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,45,32,66.66666666666666,10.091225624084473,15.02,285.3964530459389
102,lora_sim_multi3,1,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,30,45,32,66.66666666666666,10.365177392959595,19.67,277.853421202053
103,lora_sim_multi3,1,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,45,34,66.66666666666666,10.492504596710205,23.52,274.4816524457839
104,lora_sim_multi3,2,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,30,45,33,66.66666666666666,10.137648820877075,26.93,284.08954096624865
105,lora_sim_multi3,2,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,31,45,37,68.88888888888889,10.134581089019775,29.9,284.17553470664035
106,lora_sim_multi3,3,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,30,45,35,66.66666666666666,10.33793020248413,32.27,278.5857462365103
107,lora_sim_multi3,3,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,45,31,66.66666666666666,9.868494272232056,35.39,291.8378346840345
108,lora_sim_multi3,4,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,26,45,33,57.77777777777777,5.730895280838013,32.63,502.5392820611557
109,lora_sim_multi3,4,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,0,45,1,0.0,90.1082272529602,10.78,31.961565417495073
110,lora_sim_multi3,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,34,45,35,75.55555555555556,5.856186389923096,10.64,491.78762563905013
111,lora_sim_multi3,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,22,45,23,48.888888888888886,90.1078736782074,5.73,31.961690831647363
112,lora_sim_multi3,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,28,45,31,62.22222222222222,9.891269445419312,12.4,291.16586257123345
113,lora_sim_multi3,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,29,45,36,64.44444444444444,9.87794280052185,18.04,291.5586836408741
114,lora_sim_multi3,7,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,34,45,36,75.55555555555556,10.633597373962402,22.38,270.83966965422394
115,lora_sim_multi3,7,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,34,45,37,75.55555555555556,9.75000786781311,25.97,295.38437702265907
116,lora_sim_multi3,8,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,25,45,30,55.55555555555556,9.577461957931519,29.66,300.70597123227884
117,lora_sim_multi3,8,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,9,45,13,20.0,90.11109066009521,9.26,31.96054979362689
118,lora_sim_multi3,9,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,34,45,34,75.55555555555556,9.572084188461304,14.95,300.87491326828325
119,lora_sim_multi3,9,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,45,33,66.66666666666666,5.216601371765137,13.83,552.0835875227125
120,lora_sim_multi3,10,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,45,37,71.11111111111111,9.790043354034424,19.34,294.17642964912585
121,lora_sim_multi3,10,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,34,45,37,75.55555555555556,9.558005332946777,23.99,301.31809929761596
122,lora_sim_multi3,11,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,20,45,36,44.44444444444444,9.76855731010437,28.82,294.8234737816396
123,lora_sim_multi3,11,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,33,45,40,73.33333333333333,5.521697282791138,26.67,521.5787560422367
124,lora_sim_multi3,12,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,29,45,35,64.44444444444444,9.693455696105957,30.05,297.10766627395327
125,lora_sim_multi3,12,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,33,45,37,73.33333333333333,9.506683349609375,33.21,302.94476991477137
126,lora_sim_multi3,13,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,33,45,35,73.33333333333333,9.678308010101318,34.99,297.5726745825948
127,lora_sim_multi3,13,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,1,45,1,2.2222222222222223,90.11194086074829,10.59,31.960248247793476
128,lora_sim_multi3,14,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,23,45,30,51.11111111111111,9.715661525726318,15.92,296.4286057489738
129,lora_sim_multi3,14,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,45,34,66.66666666666666,9.39602780342102,20.35,306.5125029697565
130,lora_sim_multi3,15,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,29,45,35,64.44444444444444,9.798933982849121,24.25,293.9095216929522
131,lora_sim_multi3,15,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,28,45,31,62.22222222222222,9.554876565933228,27.4,301.41676662452096
132,lora_sim_multi3,16,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,33,45,35,73.33333333333333,9.841083288192749,30.0,292.6507088356218
133,lora_sim_multi3,16,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,28,45,35,62.22222222222222,9.734888315200806,32.19,295.84314752773753
134,lora_sim_multi3,17,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,22,45,35,48.888888888888886,5.437582492828369,29.61,529.6471370868275
135,lora_sim_multi3,17,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,28,45,32,62.22222222222222,5.313130855560303,27.32,542.0532786212144
136,lora_sim_multi3,18,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,25,45,33,55.55555555555556,5.34112548828125,26.09,539.2121953170531
137,lora_sim_multi3,18,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,33,45,36,73.33333333333333,9.640096187591553,28.96,298.7522057826613
138,lora_sim_multi3,19,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,45,36,71.11111111111111,9.596070528030396,31.39,300.1228462824901
139,lora_sim_multi3,19,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,25,45,30,55.55555555555556,9.467831134796143,34.4,304.1879348075224
140,lora_sim_multi3,20,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,33,45,36,73.33333333333333,9.815645694732666,36.96,293.40912351242304
141,lora_sim_multi3,20,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,34,45,36,75.55555555555556,5.36410117149353,34.48,536.9026250483862
142,lora_sim_multi3,21,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,26,45,35,57.77777777777777,9.903679847717285,36.06,290.8009996570937
143,lora_sim_multi3,21,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,28,45,31,62.22222222222222,9.513146877288818,30.75,302.7389398218542
144,lora_sim_multi3,22,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,45,35,71.11111111111111,5.263232231140137,28.37,547.1922715019789
145,lora_sim_multi3,22,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,29,45,33,64.44444444444444,9.503053665161133,26.9,303.060479449704
146,lora_sim_multi3,23,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,30,45,35,66.66666666666666,5.519422292709351,22.99,521.79373986372
147,lora_sim_multi3,23,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,10,45,17,22.22222222222222,90.10755228996277,7.68,31.961804829991017
148,lora_sim_multi3,24,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,23,45,33,51.11111111111111,9.752025604248047,13.54,295.32326071267215
149,lora_sim_multi3,24,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,33,45,35,73.33333333333333,9.469923257827759,12.93,304.1207327228778
150,lora_sim_multi4,0,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,60,40,53.333333333333336,12.934633016586304,18.11,296.8773829977164
151,lora_sim_multi4,0,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,31,60,43,51.66666666666667,12.952080011367798,21.84,296.4774767164582
152,lora_sim_multi4,1,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,39,60,47,65.0,12.911155939102173,26.09,297.41721175950954
153,lora_sim_multi4,1,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,30,60,40,50.0,13.101741313934326,28.13,293.09081197596055
154,lora_sim_multi4,2,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,10,60,12,16.666666666666664,90.12914800643921,9.75,42.60552867675676
155,lora_sim_multi4,2,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,31,60,41,51.66666666666667,12.793378353118896,8.71,300.1552751751336
156,lora_sim_multi4,3,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,13,60,21,21.666666666666668,90.12627243995667,5.8,42.606888047636275
157,lora_sim_multi4,3,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,34,60,46,56.666666666666664,12.507444858551025,12.56,307.0171440631768
158,lora_sim_multi4,4,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,60,44,53.333333333333336,8.739034175872803,11.43,439.4078250204902
159,lora_sim_multi4,4,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,37,60,44,61.66666666666667,12.802625179290771,17.28,299.93848497661986
160,lora_sim_multi4,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,32,60,43,53.333333333333336,8.646628618240356,14.85,444.1037275383136
161,lora_sim_multi4,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,33,60,48,55.00000000000001,12.83516526222229,20.46,299.17807223739163
162,lora_sim_multi4,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,31,60,48,51.66666666666667,12.766600131988525,26.68,300.7848573856665
163,lora_sim_multi4,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,32,60,48,53.333333333333336,12.761178016662598,28.52,300.9126582973777
164,lora_sim_multi4,7,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,29,60,42,48.333333333333336,12.66666865348816,31.89,303.1578471852216
165,lora_sim_multi4,7,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,24,60,46,40.0,12.715189933776855,32.87,302.0009940865575
166,lora_sim_multi4,8,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,33,60,43,55.00000000000001,8.561211585998535,30.32,448.53464505890054
167,lora_sim_multi4,8,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,39,60,47,65.0,12.76984190940857,31.5,300.70849954459993
168,lora_sim_multi4,9,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,36,60,46,60.0,8.669575214385986,27.77,442.92827561240136
169,lora_sim_multi4,9,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,4,60,5,6.666666666666667,90.12035965919495,8.92,42.60968347797984
170,lora_sim_multi4,10,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,25,60,44,41.66666666666667,8.651708602905273,8.45,443.84296515840987
171,lora_sim_multi4,10,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,31,60,48,51.66666666666667,12.812735080718994,14.46,299.7018182151095
172,lora_sim_multi4,11,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,0,60,2,0.0,90.11809015274048,6.4,42.610756547232775
173,lora_sim_multi4,11,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,37,60,46,61.66666666666667,8.70421838760376,5.57,441.1654015332143
174,lora_sim_multi4,12,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,26,60,37,43.333333333333336,12.688962459564209,12.39,302.62521559480456
175,lora_sim_multi4,12,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,1000,0,0,0,0,0,0,16,60,21,26.666666666666668,90.1227593421936,5.96,42.60854891736756
176,lora_sim_multi4,13,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,15,200,0,0,0,0,0,0,39,60,50,65.0,12.7358078956604,12.39,301.5120855669032
